order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
CA-2012-128139,3/7/2012,9/7/2012,Standard Class,Bruce Degenhardt,Consumer,Kentucky,United States,US,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",295,3,0,144.5157,16.36,Medium,2012
US-2012-153500,3/7/2012,5/7/2012,First Class,Deirdre Greer,Corporate,Pennsylvania,United States,US,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",283,9,0.2,56.5776,6.5,Medium,2012
CA-2012-128139,3/7/2012,9/7/2012,Standard Class,Bruce Degenhardt,Consumer,Kentucky,United States,US,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,71,1,0,4.9686,3.77,Medium,2012
US-2012-153500,3/7/2012,5/7/2012,First Class,Deirdre Greer,Corporate,Pennsylvania,United States,US,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",7,2,0.2,2.436,1.72,Medium,2012
CA-2012-154956,4/7/2012,9/7/2012,Standard Class,Irene Maddox,Consumer,Wisconsin,United States,US,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,"1,100",4,0,285.9896,75.89,Medium,2012
CA-2012-152513,4/7/2012,8/7/2012,Second Class,Julie Prescott,Home Office,California,United States,US,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,23,2,0.2,7.4256,2.52,High,2012
CA-2012-124268,4/7/2012,8/7/2012,Standard Class,Alan Dominguez,Home Office,New York,United States,US,East,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,15,3,0,4.4892,0.68,Medium,2012
CA-2012-130610,5/7/2012,10/7/2012,Standard Class,Victor Preis,Home Office,Michigan,United States,US,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19,5,0,8.93,2.2,High,2012
CA-2012-164336,5/7/2012,10/7/2012,Standard Class,Mitch Webber,Consumer,Pennsylvania,United States,US,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,39,3,0.2,-2.436,1.69,Medium,2012
CA-2012-164336,5/7/2012,10/7/2012,Standard Class,Mitch Webber,Consumer,Pennsylvania,United States,US,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,35,3,0.2,2.175,1.47,Medium,2012
CA-2012-116750,5/7/2012,10/7/2012,Second Class,Barbara Fisher,Corporate,North Carolina,United States,US,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7,5,0.7,-5.784,0.9,Medium,2012
US-2012-158911,5/7/2012,11/7/2012,Standard Class,Roland Schwarz,Corporate,North Carolina,United States,US,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,12,3,0.2,4.2717,0.88,Medium,2012
US-2012-158911,5/7/2012,11/7/2012,Standard Class,Roland Schwarz,Corporate,North Carolina,United States,US,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,5,2,0.2,0.7392,0.38,Medium,2012
CA-2012-116750,5/7/2012,10/7/2012,Second Class,Barbara Fisher,Corporate,North Carolina,United States,US,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,5,2,0.2,0.7392,0.2,Medium,2012
CA-2012-108665,6/7/2012,10/7/2012,Standard Class,Kalyca Meade,Corporate,New York,United States,US,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,602,5,0,156.429,77.87,High,2012
CA-2012-146087,6/7/2012,11/7/2012,Standard Class,Paul Prost,Home Office,Massachusetts,United States,US,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,302,2,0,60.392,28.98,Medium,2012
CA-2012-108665,6/7/2012,10/7/2012,Standard Class,Kalyca Meade,Corporate,New York,United States,US,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",156,3,0,63.8862,15.93,High,2012
CA-2012-108665,6/7/2012,10/7/2012,Standard Class,Kalyca Meade,Corporate,New York,United States,US,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,125,5,0,2.499,13.57,High,2012
CA-2012-161627,6/7/2012,11/7/2012,Standard Class,Sarah Jordon,Consumer,California,United States,US,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170,3,0.2,-17.0352,12.44,Medium,2012
CA-2012-108665,6/7/2012,10/7/2012,Standard Class,Kalyca Meade,Corporate,New York,United States,US,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,14,2,0,6.7008,1.9,High,2012
CA-2012-116260,6/7/2012,12/7/2012,Standard Class,Barbara Fisher,Corporate,New Jersey,United States,US,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11,4,0,2.8912,0.71,Medium,2012
CA-2012-129392,8/7/2012,8/7/2012,Same Day,Darrin Martin,Consumer,Texas,United States,US,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21,5,0.2,6.6,1.3,High,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,465,3,0,209.2365,37.52,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,182,2,0,20.0156,14.12,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153,9,0,70.5456,9.88,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98,7,0,28.4809,6.48,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",84,3,0,42.045,6.3,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,79,4,0,32.5376,5.7,Medium,2012
CA-2012-111094,9/7/2012,13-07-2012,Standard Class,Claudia Bergmann,Corporate,Massachusetts,United States,US,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",123,3,0,59.0112,5.43,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,44,6,0,21.4032,3.98,Medium,2012
CA-2012-123456,9/7/2012,13-07-2012,Standard Class,Kean Nguyen,Corporate,Texas,United States,US,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",49,2,0.8,-121.58,1.27,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12,3,0,5.6994,0.86,Medium,2012
CA-2012-132626,9/7/2012,14-07-2012,Standard Class,Brian Thompson,Consumer,Maryland,United States,US,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,16,4,0,5.056,0.8,Medium,2012
CA-2012-153626,9/7/2012,14-07-2012,Standard Class,Emily Burns,Consumer,Tennessee,United States,US,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5,3,0.2,0.8385,0.36,High,2012
CA-2012-111094,9/7/2012,13-07-2012,Standard Class,Claudia Bergmann,Corporate,Massachusetts,United States,US,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,7,2,0,3.0268,0.35,Medium,2012
CA-2012-135314,9/7/2012,14-07-2012,Second Class,Matt Collins,Consumer,Pennsylvania,United States,US,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,270,3,0.4,40.4973,0.18,Medium,2012
CA-2012-107020,10/7/2012,14-07-2012,Standard Class,Mike Vittorini,Consumer,California,United States,US,West,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,40,2,0.2,12.974,3.34,High,2012
CA-2012-149384,10/7/2012,10/7/2012,Same Day,Eric Hoffmann,Consumer,Arizona,United States,US,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3,3,0.7,-2.244,0.96,Critical,2012
CA-2012-142237,11/7/2012,13-07-2012,First Class,Clytie Kelty,Consumer,Pennsylvania,United States,US,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",290,7,0.2,36.225,75.76,High,2012
CA-2012-136469,11/7/2012,12/7/2012,First Class,Todd Sumrall,Corporate,Delaware,United States,US,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716,2,0,193.32,48.03,Medium,2012
CA-2012-142237,11/7/2012,13-07-2012,First Class,Clytie Kelty,Consumer,Pennsylvania,United States,US,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341,8,0.3,-73.176,30.89,High,2012
CA-2012-136469,11/7/2012,12/7/2012,First Class,Todd Sumrall,Corporate,Delaware,United States,US,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,221,7,0,103.8982,29.93,Medium,2012
CA-2012-136469,11/7/2012,12/7/2012,First Class,Todd Sumrall,Corporate,Delaware,United States,US,East,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",200,4,0.3,-37.1124,26.42,Medium,2012
CA-2012-142419,11/7/2012,13-07-2012,Second Class,Shahid Collister,Consumer,Washington,United States,US,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98,3,0.2,34.4232,15.51,High,2012
CA-2012-142419,11/7/2012,13-07-2012,Second Class,Shahid Collister,Consumer,Washington,United States,US,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,30,3,0,13.4865,5.8,High,2012
CA-2012-142237,11/7/2012,13-07-2012,First Class,Clytie Kelty,Consumer,Pennsylvania,United States,US,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25,6,0.2,3.4848,5.57,High,2012
CA-2012-142237,11/7/2012,13-07-2012,First Class,Clytie Kelty,Consumer,Pennsylvania,United States,US,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6,4,0.7,-4.752,1.85,High,2012
CA-2012-142237,11/7/2012,13-07-2012,First Class,Clytie Kelty,Consumer,Pennsylvania,United States,US,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,3,3,0.7,-2.0016,0.17,High,2012
CA-2012-142237,11/7/2012,13-07-2012,First Class,Clytie Kelty,Consumer,Pennsylvania,United States,US,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11,5,0.2,0.834,0.07,High,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719,538,7,0.2,53.7544,124.92,High,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,659,4,0.2,49.4376,37.56,High,2012
CA-2012-112711,12/7/2012,18-07-2012,Standard Class,Fred McMath,Consumer,Texas,United States,US,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719,307,4,0.2,30.7168,32.67,Medium,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",384,9,0.3,-5.4801,19.69,High,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148,2,0.2,16.704,12,High,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,OFF-AR-10003190,Office Supplies,Art,Newell 32,7,3,0.2,0.6912,1.17,High,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",8,1,0.6,-2.134,0.52,High,2012
CA-2012-126557,12/7/2012,17-07-2012,Second Class,Rob Lucas,Consumer,Illinois,United States,US,Central,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,2,2,0.8,-2.9884,0.41,High,2012
CA-2012-114069,13-07-2012,15-07-2012,Second Class,Natalie DeCherney,Consumer,New York,United States,US,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,"1,931",9,0.1,321.84,477.15,Critical,2012
US-2012-107349,13-07-2012,15-07-2012,First Class,Sara Luxemburg,Home Office,Texas,United States,US,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,42,6,0.8,-66.5088,8.27,High,2012
US-2012-140851,13-07-2012,15-07-2012,Second Class,Neil Ducich,Corporate,Georgia,United States,US,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,39,6,0,18.6624,4.64,Medium,2012
CA-2012-114069,13-07-2012,15-07-2012,Second Class,Natalie DeCherney,Consumer,New York,United States,US,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,12,2,0.2,4.2804,3.47,Critical,2012
CA-2012-114069,13-07-2012,15-07-2012,Second Class,Natalie DeCherney,Consumer,New York,United States,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,10,2,0,4.6812,1.63,Critical,2012
CA-2012-143364,14-07-2012,19-07-2012,Second Class,Toby Gnade,Consumer,Arizona,United States,US,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,273,3,0.2,-64.7748,27.14,Medium,2012
CA-2012-143364,14-07-2012,19-07-2012,Second Class,Toby Gnade,Consumer,Arizona,United States,US,West,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",128,6,0.7,-191.646,8.59,Medium,2012
CA-2012-143364,14-07-2012,19-07-2012,Second Class,Toby Gnade,Consumer,Arizona,United States,US,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,442,2,0.2,49.716,3.72,Medium,2012
CA-2012-143364,14-07-2012,19-07-2012,Second Class,Toby Gnade,Consumer,Arizona,United States,US,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18,4,0.2,6.7048,1.83,Medium,2012
CA-2012-113404,16-07-2012,16-07-2012,Same Day,Eleni McCrary,Corporate,California,United States,US,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,"1,349",6,0.2,-219.1644,415.69,Critical,2012
US-2012-166520,16-07-2012,19-07-2012,First Class,Katrina Edelman,Corporate,New York,United States,US,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,600,10,0,191.968,141.04,Medium,2012
CA-2012-113404,16-07-2012,16-07-2012,Same Day,Eleni McCrary,Corporate,California,United States,US,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700,3,0.2,78.7671,134.37,Critical,2012
CA-2012-146948,16-07-2012,20-07-2012,Standard Class,Michael Granlund,Home Office,Maryland,United States,US,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",151,1,0,43.7842,25.23,High,2012
CA-2012-146948,16-07-2012,20-07-2012,Standard Class,Michael Granlund,Home Office,Maryland,United States,US,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137,9,0,63.135,21.54,High,2012
CA-2012-146948,16-07-2012,20-07-2012,Standard Class,Michael Granlund,Home Office,Maryland,United States,US,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",12,4,0,5.4144,2.28,High,2012
US-2012-166520,16-07-2012,19-07-2012,First Class,Katrina Edelman,Corporate,New York,United States,US,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,81,3,0,39.6312,1.64,Medium,2012
US-2012-149629,17-07-2012,20-07-2012,Second Class,Michael Paige,Corporate,Florida,United States,US,South,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",232,5,0.2,5.798,21.07,Medium,2012
CA-2012-138534,17-07-2012,19-07-2012,Second Class,Jessica Myrick,Consumer,California,United States,US,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195,2,0.15,-13.7976,15.59,Medium,2012
CA-2012-121132,17-07-2012,24-07-2012,Standard Class,Victoria Brennan,Corporate,Texas,United States,US,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,14,4,0.2,3.4276,1.91,Low,2012
CA-2012-121132,17-07-2012,24-07-2012,Standard Class,Victoria Brennan,Corporate,Texas,United States,US,Central,OFF-LA-10002368,Office Supplies,Labels,Avery 479,6,3,0.2,2.0358,0.81,Low,2012
CA-2012-111206,18-07-2012,22-07-2012,Standard Class,Roland Fjeld,Consumer,California,United States,US,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,520,4,0,176.7864,68.63,High,2012
CA-2012-122973,18-07-2012,20-07-2012,Second Class,Pauline Johnson,Consumer,New York,United States,US,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",136,1,0,36.7173,20.19,High,2012
CA-2012-122973,18-07-2012,20-07-2012,Second Class,Pauline Johnson,Consumer,New York,United States,US,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",7,1,0,2.1402,1,High,2012
CA-2012-159590,18-07-2012,21-07-2012,First Class,Karen Carlisle,Corporate,New York,United States,US,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,6,2,0,1.6128,0.97,Medium,2012
CA-2012-122973,18-07-2012,20-07-2012,Second Class,Pauline Johnson,Consumer,New York,United States,US,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3,2,0.2,1.2064,0.15,High,2012
US-2012-160150,19-07-2012,20-07-2012,First Class,Thais Sissman,Consumer,Arizona,United States,US,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2,1,0.7,-1.35,0.25,Medium,2012
US-2012-122784,20-07-2012,27-07-2012,Standard Class,Russell Applegate,Consumer,Illinois,United States,US,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913,5,0.3,-52.196,75.55,Low,2012
CA-2012-160472,20-07-2012,25-07-2012,Second Class,Ralph Kennedy,Consumer,Indiana,United States,US,Central,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831,5,0,124.68,60.17,Medium,2012
US-2012-122784,20-07-2012,27-07-2012,Standard Class,Russell Applegate,Consumer,Illinois,United States,US,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,385,4,0.3,-126.4816,50.85,Low,2012
US-2012-122784,20-07-2012,27-07-2012,Standard Class,Russell Applegate,Consumer,Illinois,United States,US,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,154,2,0.2,13.4386,26.98,Low,2012
CA-2012-160472,20-07-2012,25-07-2012,Second Class,Ralph Kennedy,Consumer,Indiana,United States,US,Central,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,98,2,0,45.9754,11.85,Medium,2012
CA-2012-160472,20-07-2012,25-07-2012,Second Class,Ralph Kennedy,Consumer,Indiana,United States,US,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",107,7,0,49.105,7.41,Medium,2012
CA-2012-160472,20-07-2012,25-07-2012,Second Class,Ralph Kennedy,Consumer,Indiana,United States,US,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",35,1,0,9.7328,3.68,Medium,2012
CA-2012-160472,20-07-2012,25-07-2012,Second Class,Ralph Kennedy,Consumer,Indiana,United States,US,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141,5,0,38.178,1.11,Medium,2012
CA-2012-160472,20-07-2012,25-07-2012,Second Class,Ralph Kennedy,Consumer,Indiana,United States,US,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26,5,0,11.88,1.08,Medium,2012
US-2012-122784,20-07-2012,27-07-2012,Standard Class,Russell Applegate,Consumer,Illinois,United States,US,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,3,5,0.8,-4.464,0.4,Low,2012
CA-2012-120810,23-07-2012,27-07-2012,Standard Class,Tracy Hopkins,Home Office,New York,United States,US,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",129,3,0,50.2398,11.26,Medium,2012
CA-2012-120810,23-07-2012,27-07-2012,Standard Class,Tracy Hopkins,Home Office,New York,United States,US,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,69,3,0,20.682,5.7,Medium,2012
CA-2012-124044,23-07-2012,26-07-2012,Second Class,Melanie Seite,Consumer,New York,United States,US,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,11,3,0.2,3.6792,0.67,Medium,2012
CA-2012-103135,24-07-2012,28-07-2012,Standard Class,Shirley Schmidt,Home Office,Kentucky,United States,US,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,280,14,0,64.3678,33.44,High,2012
CA-2012-103135,24-07-2012,28-07-2012,Standard Class,Shirley Schmidt,Home Office,Kentucky,United States,US,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90,6,0,41.4276,12.98,High,2012
CA-2012-103135,24-07-2012,28-07-2012,Standard Class,Shirley Schmidt,Home Office,Kentucky,United States,US,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135,9,0,62.1414,9.6,High,2012
CA-2012-103135,24-07-2012,28-07-2012,Standard Class,Shirley Schmidt,Home Office,Kentucky,United States,US,South,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",21,3,0,6.0726,2.06,High,2012
CA-2012-148635,25-07-2012,27-07-2012,Second Class,Michelle Huthwaite,Consumer,Washington,United States,US,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",705,5,0,56.392,189.88,Critical,2012
CA-2012-148635,25-07-2012,27-07-2012,Second Class,Michelle Huthwaite,Consumer,Washington,United States,US,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,562,2,0.2,28.0784,165.42,Critical,2012
CA-2012-139248,25-07-2012,30-07-2012,Standard Class,Russell D'Ascenzo,Consumer,California,United States,US,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,624,5,0.2,38.9975,52.63,Medium,2012
CA-2012-154291,25-07-2012,29-07-2012,Standard Class,Yana Sorensen,Corporate,Alabama,United States,US,South,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",359,2,0,39.4438,22.18,Medium,2012
CA-2012-154291,25-07-2012,29-07-2012,Standard Class,Yana Sorensen,Corporate,Alabama,United States,US,South,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",98,9,0,49.23,4.57,Medium,2012
CA-2012-148635,25-07-2012,27-07-2012,Second Class,Michelle Huthwaite,Consumer,Washington,United States,US,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,13,2,0,6.2208,2.11,Critical,2012
CA-2012-148635,25-07-2012,27-07-2012,Second Class,Michelle Huthwaite,Consumer,Washington,United States,US,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9,2,0,0.471,2.09,Critical,2012
US-2012-150161,25-07-2012,29-07-2012,Standard Class,Ross Baird,Home Office,Pennsylvania,United States,US,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25,4,0.7,-18.4624,1.97,High,2012
US-2012-140200,26-07-2012,28-07-2012,First Class,Cynthia Arntzen,Consumer,Arizona,United States,US,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393,3,0.5,-204.4458,54.34,Medium,2012
CA-2012-127754,26-07-2012,31-07-2012,Standard Class,Cyma Kinney,Corporate,Arizona,United States,US,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266,3,0.2,13.3176,25.36,Medium,2012
CA-2012-136735,26-07-2012,2/8/2012,Standard Class,Helen Andreada,Consumer,California,United States,US,West,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,168,2,0,78.8942,21.59,Low,2012
CA-2012-148180,26-07-2012,31-07-2012,Standard Class,Bart Pistole,Corporate,California,United States,US,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99,5,0,25.792,4.9,Medium,2012
CA-2012-143700,26-07-2012,26-07-2012,Same Day,Alan Shonely,Consumer,Pennsylvania,United States,US,East,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10,2,0.2,3.6288,2.24,High,2012
CA-2012-148180,26-07-2012,31-07-2012,Standard Class,Bart Pistole,Corporate,California,United States,US,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,23,6,0.2,8.3868,1.57,Medium,2012
CA-2012-148180,26-07-2012,31-07-2012,Standard Class,Bart Pistole,Corporate,California,United States,US,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9,3,0.2,3.0861,0.5,Medium,2012
US-2012-129553,27-07-2012,2/8/2012,Standard Class,Patrick Gardner,Consumer,Kentucky,United States,US,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,30,3,0,0.2997,1.9,Medium,2012
CA-2012-155334,30-07-2012,31-07-2012,First Class,Helen Andreada,Consumer,California,United States,US,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,210,7,0,92.3692,77.11,Critical,2012
